Account Number,Annual Income ($1000),Household Size,Years of Post-High School Education,Hours Per Week Watching Television,Age,Gender (Assigned at Birth),Exceeded Credit Limit in Past 12 Months?,Annual Charges ($),,,,,,,,,,,Deviations from mean
4212180,55.3,2.0,1.0,45.0,24,Male,No,9559.94,,,,,,,,,,,9559.94
18843431,55.3,4.0,4.0,12.0,46,Male,No,6099.52,,,,,,,,,,,6099.52
12763896,55.3,5.0,3.0,4.0,40,Male,No,15770.99,,,,,,,,,,,15770.99
16748669,55.3,4.0,4.0,5.0,46,Male,No,6973.62,,,,,,,,,,,6973.62
21710111,55.3,2.0,5.0,35.0,35,Male,No,4100.77,,,,,,,,,,,4100.77
17746035,55.3,2.0,0.0,3.0,42,Female,No,7714.70,,,,,,,,,,,7714.70
12695250,55.2,1.0,1.0,35.0,49,Male,No,12907.30,,,,,,,,,,,12907.30
29600750,55.2,1.0,2.0,56.0,51,Male,Yes,9532.07,,,,,,,,,,,9532.07
3257602,55.2,4.0,3.0,8.0,57,Female,No,16839.58,,,,,,,,,,,16839.58
16911729,55.2,3.0,1.0,15.0,51,Female,No,10846.17,,,,,,,,,,,10846.17
6868907,55.2,4.0,5.0,27.0,39,Male,No,8221.49,,,,,,,,,,,8221.49
22988788,55.1,5.0,1.0,1.0,30,Male,No,21125.75,,,,,,,,,,,21125.75
25717252,55.1,5.0,5.0,28.0,26,Male,No,3006.78,,,,,,,,,,,3006.78
16543596,55.1,6.0,0.0,31.0,41,Female,No,16174.69,,,,,,,,,,,16174.69
28612635,55.1,6.0,3.0,41.0,57,Male,No,19577.50,,,,,,,,,,,19577.50
18572870,55.1,5.0,1.0,2.0,30,Male,No,5472.51,,,,,,,,,,,5472.51
10135558,55.0,2.0,4.0,13.0,46,Male,No,3968.42,,,,,,,,,,,3968.42
23467852,55.0,4.0,1.0,19.0,57,Female,No,11382.63,,,,,,,,,,,11382.63
2221007,55.0,6.0,2.0,54.0,62,Male,Yes,16827.83,,,,,,,,,,,16827.83
23024579,55.0,5.0,2.0,19.0,35,Male,No,13175.27,,,,,,,,,,,13175.27
5534868,55.0,5.0,4.0,50.0,52,Female,No,20292.73,,,,,,,,,,,20292.73
19704869,54.9,3.0,0.0,47.0,47,Male,No,6230.89,,,,,,,,,,,6230.89
9388137,54.9,8.0,2.0,41.0,22,Male,Yes,18914.62,,,,,,,,,,,18914.62
23883625,54.9,5.0,2.0,29.0,29,Female,No,14362.00,,,,,,,,,,,14362.00
3178571,54.9,6.0,2.0,41.0,43,Female,Yes,23941.45,,,,,,,,,,,23941.45
29965276,54.9,6.0,3.0,39.0,43,Female,No,3658.44,,,,,,,,,,,3658.44
28971732,54.9,2.0,2.0,25.0,42,Female,No,5721.75,,,,,,,,,,,5721.75
18903734,54.9,7.0,2.0,29.0,27,Male,No,16519.70,,,,,,,,,,,16519.70
18626625,54.9,6.0,1.0,11.0,47,Female,No,16886.10,,,,,,,,,,,16886.10
17179070,54.9,7.0,0.0,30.0,51,Female,No,7619.30,,,,,,,,,,,7619.30
8722844,54.9,2.0,5.0,22.0,48,Male,Yes,13378.76,,,,,,,,,,,13378.76
20987496,54.9,5.0,1.0,14.0,46,Male,No,10331.58,,,,,,,,,,,10331.58
10666465,54.8,8.0,2.0,47.0,26,Male,No,21153.59,,,,,,,,,,,21153.59
10251045,54.8,4.0,4.0,19.0,45,Female,No,13218.14,,,,,,,,,,,13218.14
21072213,54.8,5.0,2.0,12.0,46,Female,No,11858.50,,,,,,,,,,,11858.50
29961135,54.8,6.0,1.0,38.0,29,Male,No,17466.58,,,,,,,,,,,17466.58
23181416,54.8,5.0,1.0,51.0,37,Female,No,2591.87,,,,,,,,,,,2591.87
17127978,54.8,7.0,2.0,54.0,44,Male,No,17340.82,,,,,,,,,,,17340.82
13165845,54.8,4.0,2.0,8.0,43,Male,No,14350.08,,,,,,,,,,,14350.08
20204664,54.8,4.0,4.0,51.0,42,Female,No,5761.26,,,,,,,,,,,5761.26
5052259,54.7,8.0,2.0,28.0,53,Male,No,15139.89,,,,,,,,,,,15139.89
10963432,54.7,5.0,1.0,36.0,55,Female,No,12622.30,,,,,,,,,,,12622.30
20064820,54.7,7.0,3.0,12.0,39,Male,No,11131.85,,,,,,,,,,,11131.85
23650823,54.7,6.0,4.0,19.0,31,Female,No,16433.55,,,,,,,,,,,16433.55
17326842,54.7,2.0,5.0,16.0,47,Male,No,7085.72,,,,,,,,,,,7085.72
14156431,54.7,1.0,2.0,55.0,53,Female,No,3453.45,,,,,,,,,,,3453.45
15083847,54.7,4.0,2.0,14.0,61,Male,No,14886.00,,,,,,,,,,,14886.00
7217246,54.7,1.0,5.0,21.0,44,Male,Yes,4531.80,,,,,,,,,,,4531.80
2059308,54.7,7.0,0.0,36.0,49,Female,No,20560.98,,,,,,,,,,,20560.98
8982115,54.7,1.0,4.0,57.0,47,Female,No,3758.51,,,,,,,,,,,3758.51
3993230,54.7,7.0,3.0,8.0,48,Female,No,5950.81,,,,,,,,,,,5950.81
4595539,54.7,6.0,4.0,4.0,63,Male,No,23365.41,,,,,,,,,,,23365.41
29234701,54.6,5.0,5.0,24.0,55,Male,No,12401.39,,,,,,,,,,,12401.39
23550140,54.6,6.0,1.0,5.0,41,Female,No,13635.79,,,,,,,,,,,13635.79
25479299,54.6,5.0,0.0,8.0,50,Male,No,4300.01,,,,,,,,,,,4300.01
12449677,54.6,8.0,3.0,59.0,29,Male,No,21681.24,,,,,,,,,,,21681.24
1307458,54.5,6.0,5.0,58.0,60,Female,No,2657.78,,,,,,,,,,,2657.78
23135799,54.5,3.0,5.0,55.0,37,Female,Yes,10372.00,,,,,,,,,,,10372.00
28735831,54.5,7.0,5.0,28.0,24,Male,No,14590.95,,,,,,,,,,,14590.95
19561711,54.5,7.0,1.0,28.0,44,Male,Yes,24434.94,,,,,,,,,,,24434.94
26597247,54.5,8.0,1.0,57.0,42,Male,No,16317.54,,,,,,,,,,,16317.54
29365541,54.5,4.0,1.0,40.0,30,Male,No,14232.98,,,,,,,,,,,14232.98
29905606,54.5,1.0,1.0,16.0,47,Male,Yes,5947.78,,,,,,,,,,,5947.78
10625801,54.5,4.0,1.0,7.0,52,Male,No,3172.24,,,,,,,,,,,3172.24
657127,54.5,5.0,4.0,3.0,57,Female,No,9286.73,,,,,,,,,,,9286.73
20830303,54.4,8.0,2.0,48.0,27,Female,No,14406.80,,,,,,,,,,,14406.80
28114658,54.4,4.0,0.0,34.0,31,Male,No,14916.93,,,,,,,,,,,14916.93
6314547,54.4,2.0,3.0,12.0,49,Male,No,9017.05,,,,,,,,,,,9017.05
5074277,54.4,3.0,0.0,40.0,25,Male,No,15306.39,,,,,,,,,,,15306.39
5727656,54.4,3.0,5.0,53.0,67,Male,No,0.00,,,,,,,,,,,0.00
18565997,54.4,3.0,2.0,59.0,31,Male,No,9541.01,,,,,,,,,,,9541.01
19455789,54.4,7.0,2.0,16.0,46,Female,Yes,12648.13,,,,,,,,,,,12648.13
22598202,54.3,4.0,1.0,31.0,52,Female,No,7105.91,,,,,,,,,,,7105.91
19827691,54.3,7.0,3.0,2.0,43,Male,No,18780.99,,,,,,,,,,,18780.99
233089,54.3,2.0,2.0,4.0,49,Male,No,18746.00,,,,,,,,,,,18746.00
16270675,54.3,3.0,1.0,57.0,35,Male,No,24141.66,,,,,,,,,,,24141.66
1706271,54.3,6.0,1.0,46.0,39,Female,No,13836.89,,,,,,,,,,,13836.89
29102718,54.3,4.0,4.0,6.0,45,Female,No,21705.79,,,,,,,,,,,21705.79
7170834,54.3,3.0,0.0,33.0,34,Female,No,11133.71,,,,,,,,,,,11133.71
20157846,54.3,1.0,3.0,49.0,54,Female,No,10555.27,,,,,,,,,,,10555.27
22782519,54.3,2.0,4.0,18.0,62,Male,No,0.00,,,,,,,,,,,0.00
29360154,54.3,6.0,4.0,42.0,52,Male,Yes,8282.93,,,,,,,,,,,8282.93
25530569,54.3,5.0,2.0,12.0,57,Male,No,7692.75,,,,,,,,,,,7692.75
28377739,54.3,4.0,3.0,15.0,48,Female,No,9186.87,,,,,,,,,,,9186.87
15647459,54.3,5.0,2.0,33.0,22,Male,No,18626.63,,,,,,,,,,,18626.63
11679298,54.2,4.0,2.0,55.0,51,Female,No,19442.21,,,,,,,,,,,19442.21
26384726,54.2,6.0,4.0,24.0,23,Male,No,15243.93,,,,,,,,,,,15243.93
15878854,54.2,2.0,3.0,46.0,46,Male,No,8794.07,,,,,,,,,,,8794.07
12928995,54.2,3.0,2.0,28.0,47,Male,No,14536.47,,,,,,,,,,,14536.47
14236751,54.2,7.0,4.0,3.0,39,Female,No,3266.45,,,,,,,,,,,3266.45
767931,54.2,5.0,1.0,59.0,51,Male,No,16623.49,,,,,,,,,,,16623.49
17430669,54.2,1.0,4.0,6.0,25,Female,No,8437.42,,,,,,,,,,,8437.42
8870507,54.1,1.0,5.0,16.0,32,Male,No,17230.89,,,,,,,,,,,17230.89
5065819,54.1,5.0,4.0,17.0,29,Male,No,20616.50,,,,,,,,,,,20616.50
5715162,54.1,6.0,4.0,9.0,47,Female,No,13015.45,,,,,,,,,,,13015.45
12475140,54.1,6.0,2.0,24.0,44,Female,No,14194.53,,,,,,,,,,,14194.53
29270480,54.1,6.0,3.0,15.0,51,Male,No,14208.46,,,,,,,,,,,14208.46
21968490,54.1,7.0,0.0,26.0,28,Female,No,15197.69,,,,,,,,,,,15197.69
17238555,54.0,3.0,5.0,40.0,48,Male,No,16213.79,,,,,,,,,,,16213.79
7490785,54.0,2.0,1.0,58.0,29,Male,No,14010.01,,,,,,,,,,,14010.01
17056792,54.0,7.0,2.0,31.0,55,Male,No,6969.00,,,,,,,,,,,6969.00
14345307,54.0,5.0,2.0,15.0,21,Female,No,7733.83,,,,,,,,,,,7733.83
9172473,54.0,8.0,2.0,17.0,53,Female,No,13511.71,,,,,,,,,,,13511.71
4927497,53.9,7.0,4.0,9.0,49,Male,No,15765.45,,,,,,,,,,,15765.45
22597282,53.9,5.0,2.0,21.0,39,Female,No,14234.26,,,,,,,,,,,14234.26
2337937,53.9,6.0,0.0,55.0,38,Female,No,23395.26,,,,,,,,,,,23395.26
26653229,53.9,2.0,5.0,21.0,53,Male,No,8122.39,,,,,,,,,,,8122.39
21563293,53.9,8.0,4.0,30.0,46,Male,No,4834.95,,,,,,,,,,,4834.95
3619870,53.9,6.0,5.0,33.0,33,Male,No,12697.94,,,,,,,,,,,12697.94
27819600,53.9,2.0,1.0,58.0,67,Male,No,0.00,,,,,,,,,,,0.00
29196272,53.9,2.0,1.0,21.0,50,Female,No,16304.73,,,,,,,,,,,16304.73
21559224,53.8,2.0,1.0,45.0,46,Male,No,9379.92,,,,,,,,,,,9379.92
21076461,53.8,2.0,1.0,39.0,49,Male,Yes,2213.77,,,,,,,,,,,2213.77
18196625,53.8,4.0,3.0,60.0,48,Female,No,9643.26,,,,,,,,,,,9643.26
18462254,53.8,3.0,3.0,8.0,33,Female,No,0.00,,,,,,,,,,,0.00
20764786,53.8,6.0,2.0,57.0,30,Female,No,16053.52,,,,,,,,,,,16053.52
8333730,53.8,7.0,0.0,5.0,47,Male,No,25312.97,,,,,,,,,,,25312.97
9185958,53.8,3.0,0.0,42.0,40,Female,No,13448.51,,,,,,,,,,,13448.51
3139989,53.7,4.0,2.0,33.0,53,Female,No,17453.51,,,,,,,,,,,17453.51
17996063,53.7,6.0,4.0,14.0,52,Female,No,22347.38,,,,,,,,,,,22347.38
3531743,53.7,5.0,3.0,44.0,48,Male,No,13625.75,,,,,,,,,,,13625.75
6598074,53.7,1.0,2.0,49.0,51,Female,No,9785.61,,,,,,,,,,,9785.61
12860903,53.7,6.0,3.0,25.0,55,Female,No,9560.32,,,,,,,,,,,9560.32
12068073,53.7,2.0,2.0,21.0,48,Female,No,8699.57,,,,,,,,,,,8699.57
25803448,53.7,3.0,4.0,24.0,25,Female,No,19971.31,,,,,,,,,,,19971.31
4908752,53.7,6.0,4.0,15.0,20,Male,No,9132.51,,,,,,,,,,,9132.51
3007350,53.7,3.0,0.0,37.0,58,Female,No,17598.40,,,,,,,,,,,17598.40
5712652,53.7,5.0,0.0,8.0,38,Male,No,9454.45,,,,,,,,,,,9454.45
1093320,53.6,8.0,4.0,44.0,58,Female,No,6538.69,,,,,,,,,,,6538.69
4119479,53.6,3.0,4.0,44.0,42,Male,No,2079.32,,,,,,,,,,,2079.32
24914894,53.6,5.0,1.0,4.0,40,Male,Yes,4209.98,,,,,,,,,,,4209.98
1966576,53.6,4.0,1.0,9.0,30,Male,Yes,10513.93,,,,,,,,,,,10513.93
17503669,53.6,4.0,5.0,10.0,31,Female,No,11422.36,,,,,,,,,,,11422.36
7261974,53.6,8.0,5.0,55.0,49,Female,No,16765.33,,,,,,,,,,,16765.33
9681110,53.6,3.0,3.0,58.0,32,Female,No,8905.84,,,,,,,,,,,8905.84
16135391,53.6,3.0,0.0,52.0,43,Male,No,7813.98,,,,,,,,,,,7813.98
29276639,53.6,2.0,0.0,23.0,37,Male,Yes,9703.69,,,,,,,,,,,9703.69
9318450,53.5,4.0,4.0,45.0,43,Male,No,14868.67,,,,,,,,,,,14868.67
12487585,53.5,5.0,2.0,27.0,45,Male,No,8253.74,,,,,,,,,,,8253.74
25634260,53.5,3.0,4.0,46.0,37,Female,No,4221.71,,,,,,,,,,,4221.71
20075387,53.5,3.0,1.0,49.0,39,Female,Yes,24238.41,,,,,,,,,,,24238.41
7355983,53.5,2.0,1.0,0.0,48,Male,No,3952.58,,,,,,,,,,,3952.58
18344838,53.5,3.0,0.0,49.0,62,Male,Yes,21412.18,,,,,,,,,,,21412.18
141050,53.5,4.0,3.0,36.0,50,Other,No,13553.24,,,,,,,,,,,13553.24
17132895,53.5,6.0,0.0,15.0,52,Female,No,7831.19,,,,,,,,,,,7831.19
17880177,53.5,5.0,1.0,39.0,26,Male,No,10929.24,,,,,,,,,,,10929.24
26665299,53.5,4.0,0.0,18.0,63,Female,No,13132.84,,,,,,,,,,,13132.84
5725212,53.5,5.0,4.0,8.0,34,Male,No,12722.34,,,,,,,,,,,12722.34
29302723,53.5,7.0,5.0,42.0,42,Female,No,16913.20,,,,,,,,,,,16913.20
9184807,53.5,6.0,4.0,26.0,32,Male,No,16920.74,,,,,,,,,,,16920.74
9710586,53.4,3.0,2.0,16.0,28,Female,No,6105.57,,,,,,,,,,,6105.57
23155198,53.4,4.0,4.0,40.0,47,Male,No,13834.37,,,,,,,,,,,13834.37
18450504,53.4,2.0,2.0,30.0,44,Male,No,23856.34,,,,,,,,,,,23856.34
3589684,53.4,8.0,3.0,10.0,25,Male,Yes,0.00,,,,,,,,,,,0.00
19824542,53.4,7.0,4.0,12.0,57,Male,No,12504.35,,,,,,,,,,,12504.35
28405793,53.3,4.0,3.0,11.0,46,Male,No,8657.79,,,,,,,,,,,8657.79
4948739,53.3,5.0,2.0,42.0,41,Female,No,16297.05,,,,,,,,,,,16297.05
21487425,53.3,6.0,4.0,57.0,52,Female,No,18788.97,,,,,,,,,,,18788.97
16688574,53.3,3.0,2.0,1.0,42,Female,No,10093.03,,,,,,,,,,,10093.03
19175222,53.3,2.0,0.0,10.0,53,Female,No,24016.21,,,,,,,,,,,24016.21
9585261,53.3,6.0,4.0,39.0,50,Male,No,10214.36,,,,,,,,,,,10214.36
5440138,53.2,6.0,3.0,20.0,43,Male,No,9815.26,,,,,,,,,,,9815.26
8129708,53.2,8.0,1.0,2.0,59,Male,No,20331.72,,,,,,,,,,,20331.72
3940500,53.2,2.0,2.0,39.0,49,Male,No,23539.76,,,,,,,,,,,23539.76
29241569,53.2,6.0,3.0,53.0,64,Male,No,16099.01,,,,,,,,,,,16099.01
18367495,53.2,5.0,2.0,23.0,22,Male,No,7979.66,,,,,,,,,,,7979.66
3870155,53.2,3.0,2.0,36.0,48,Male,No,1060.35,,,,,,,,,,,1060.35
19544746,53.1,4.0,2.0,51.0,55,Male,No,5282.09,,,,,,,,,,,5282.09
143563,53.1,7.0,4.0,51.0,46,Male,No,6654.27,,,,,,,,,,,6654.27
20318878,53.1,7.0,5.0,12.0,54,Male,No,4912.51,,,,,,,,,,,4912.51
18163078,53.1,7.0,0.0,44.0,50,Female,No,9649.90,,,,,,,,,,,9649.90
17392370,53.1,7.0,5.0,41.0,66,Female,No,12494.75,,,,,,,,,,,12494.75
20032064,53.1,5.0,4.0,28.0,44,Female,No,15603.68,,,,,,,,,,,15603.68
4103892,53.1,8.0,4.0,31.0,42,Male,No,10031.34,,,,,,,,,,,10031.34
19357462,53.0,2.0,3.0,17.0,24,Female,No,6359.66,,,,,,,,,,,6359.66
18391795,53.0,6.0,2.0,38.0,64,Female,No,15270.79,,,,,,,,,,,15270.79
9725103,53.0,5.0,2.0,47.0,50,Male,No,13484.49,,,,,,,,,,,13484.49
17906687,53.0,6.0,2.0,39.0,44,Female,No,21225.38,,,,,,,,,,,21225.38
4956775,53.0,4.0,2.0,41.0,42,Female,No,4825.30,,,,,,,,,,,4825.30
7025430,53.0,7.0,4.0,32.0,62,Male,No,10057.98,,,,,,,,,,,10057.98
19515939,53.0,5.0,5.0,36.0,49,Female,No,5706.54,,,,,,,,,,,5706.54
28952863,53.0,8.0,3.0,35.0,57,Male,No,6146.89,,,,,,,,,,,6146.89
24423868,53.0,3.0,4.0,37.0,42,Male,No,7117.58,,,,,,,,,,,7117.58
3413422,53.0,1.0,2.0,37.0,52,Female,No,8724.33,,,,,,,,,,,8724.33
27018660,53.0,8.0,4.0,49.0,30,Male,No,14591.65,,,,,,,,,,,14591.65
22683333,52.9,8.0,0.0,24.0,40,Female,No,16701.59,,,,,,,,,,,16701.59
8337020,52.9,3.0,2.0,45.0,39,Male,No,6047.42,,,,,,,,,,,6047.42
526302,52.9,1.0,2.0,57.0,27,Female,No,5786.68,,,,,,,,,,,5786.68
4585701,52.8,2.0,2.0,8.0,40,Female,No,12791.99,,,,,,,,,,,12791.99
17168832,52.8,1.0,4.0,52.0,40,Male,No,14766.20,,,,,,,,,,,14766.20
6553796,52.8,1.0,3.0,27.0,57,Male,No,16119.89,,,,,,,,,,,16119.89
14401534,52.8,6.0,4.0,19.0,60,Female,No,18141.35,,,,,,,,,,,18141.35
23727749,52.8,7.0,3.0,10.0,52,Male,No,13594.93,,,,,,,,,,,13594.93
23055248,52.7,7.0,3.0,12.0,47,Male,No,2645.65,,,,,,,,,,,2645.65
10023215,52.7,4.0,0.0,25.0,31,Male,No,16342.67,,,,,,,,,,,16342.67
17483244,52.7,6.0,4.0,53.0,55,Male,No,5175.19,,,,,,,,,,,5175.19
1257946,52.7,1.0,4.0,53.0,43,Male,No,5761.10,,,,,,,,,,,5761.10
4903926,52.7,3.0,3.0,57.0,39,Female,No,26996.35,,,,,,,,,,,26996.35
25624007,52.7,2.0,5.0,40.0,44,Female,No,0.00,,,,,,,,,,,0.00
22893939,52.7,6.0,1.0,28.0,50,Female,No,23161.21,,,,,,,,,,,23161.21
173075,52.7,3.0,0.0,7.0,31,Male,No,17634.96,,,,,,,,,,,17634.96
6549966,52.6,6.0,4.0,19.0,42,Female,No,9934.69,,,,,,,,,,,9934.69
731654,52.6,3.0,4.0,54.0,38,Male,No,13743.83,,,,,,,,,,,13743.83
8178919,52.6,4.0,5.0,36.0,58,Female,No,4561.78,,,,,,,,,,,4561.78
15905694,52.6,4.0,0.0,23.0,40,Male,No,13840.05,,,,,,,,,,,13840.05
29721171,52.6,3.0,1.0,18.0,39,Male,No,22101.97,,,,,,,,,,,22101.97
6624740,52.6,1.0,0.0,0.0,46,Male,No,14981.44,,,,,,,,,,,14981.44
1198416,52.6,7.0,2.0,22.0,47,Male,No,7013.80,,,,,,,,,,,7013.80
25570749,52.6,5.0,1.0,24.0,42,Female,No,10510.34,,,,,,,,,,,10510.34
3250573,52.6,7.0,3.0,59.0,51,Female,No,11346.73,,,,,,,,,,,11346.73
4284427,52.5,6.0,2.0,44.0,40,Male,No,15875.42,,,,,,,,,,,15875.42
8810414,52.5,6.0,5.0,52.0,33,Male,No,20951.34,,,,,,,,,,,20951.34
16792887,52.5,6.0,0.0,44.0,35,Male,No,19545.17,,,,,,,,,,,19545.17
27870161,52.5,2.0,5.0,31.0,45,Male,No,17036.89,,,,,,,,,,,17036.89
9642543,52.5,5.0,0.0,2.0,43,Male,No,15221.14,,,,,,,,,,,15221.14
8153655,52.5,6.0,4.0,38.0,51,Female,No,19712.13,,,,,,,,,,,19712.13
10833500,52.5,3.0,3.0,59.0,30,Female,Yes,6648.79,,,,,,,,,,,6648.79
19602036,52.5,7.0,4.0,21.0,25,Male,No,10969.72,,,,,,,,,,,10969.72
12969173,52.5,4.0,4.0,48.0,47,Female,No,9811.02,,,,,,,,,,,9811.02
17531475,52.5,1.0,3.0,21.0,40,Male,No,14190.98,,,,,,,,,,,14190.98
24123378,52.5,5.0,2.0,51.0,52,Female,Yes,14860.56,,,,,,,,,,,14860.56
20786120,52.4,5.0,4.0,49.0,58,Male,No,6603.10,,,,,,,,,,,6603.10
6085140,52.4,7.0,4.0,37.0,39,Female,No,7785.71,,,,,,,,,,,7785.71
7125334,52.4,2.0,2.0,34.0,37,Male,No,3896.70,,,,,,,,,,,3896.70
6457659,52.4,7.0,1.0,10.0,53,Male,No,12917.38,,,,,,,,,,,12917.38
4938391,52.4,5.0,2.0,51.0,56,Male,No,13474.39,,,,,,,,,,,13474.39
21103290,52.4,7.0,1.0,47.0,43,Male,No,158.35,,,,,,,,,,,158.35
27586272,52.4,8.0,2.0,43.0,45,Female,No,14751.59,,,,,,,,,,,14751.59
2762288,52.4,5.0,4.0,44.0,40,Male,No,14898.52,,,,,,,,,,,14898.52
17054452,52.3,6.0,3.0,56.0,61,Female,No,7027.48,,,,,,,,,,,7027.48
5840766,52.3,5.0,3.0,28.0,38,Male,No,12119.73,,,,,,,,,,,12119.73
7632602,52.3,2.0,3.0,8.0,55,Female,No,15177.23,,,,,,,,,,,15177.23
11685084,52.3,5.0,1.0,16.0,49,Male,No,20977.18,,,,,,,,,,,20977.18
7118820,52.3,5.0,0.0,1.0,35,Female,No,20642.23,,,,,,,,,,,20642.23
14953535,52.3,6.0,1.0,24.0,52,Female,No,11475.81,,,,,,,,,,,11475.81
27742080,52.3,2.0,2.0,33.0,65,Female,No,1706.35,,,,,,,,,,,1706.35
23846950,52.2,6.0,3.0,13.0,45,Female,No,53.42,,,,,,,,,,,53.42
25944797,52.2,3.0,0.0,38.0,30,Male,No,15856.55,,,,,,,,,,,15856.55
19750393,52.2,5.0,2.0,1.0,57,Female,No,11423.60,,,,,,,,,,,11423.60
12667888,52.1,2.0,1.0,7.0,21,Female,Yes,14207.93,,,,,,,,,,,14207.93
25064401,52.1,1.0,0.0,31.0,47,Male,Yes,8355.67,,,,,,,,,,,8355.67
4652877,52.1,5.0,1.0,58.0,59,Male,No,19345.63,,,,,,,,,,,19345.63
17011402,52.1,5.0,4.0,16.0,53,Male,No,13968.49,,,,,,,,,,,13968.49
135439,52.1,5.0,2.0,59.0,50,Male,No,5443.54,,,,,,,,,,,5443.54
21528322,52.1,8.0,1.0,16.0,37,Female,No,8329.43,,,,,,,,,,,8329.43
20401700,52.1,1.0,0.0,43.0,32,Male,No,6634.32,,,,,,,,,,,6634.32
315494,52.1,5.0,4.0,48.0,33,Male,No,18496.70,,,,,,,,,,,18496.70
26341358,52.1,4.0,5.0,27.0,37,Male,No,12533.13,,,,,,,,,,,12533.13
25660766,52.0,7.0,1.0,42.0,61,Female,No,17629.60,,,,,,,,,,,17629.60
15144984,52.0,4.0,3.0,15.0,50,Female,No,8529.47,,,,,,,,,,,8529.47
24382031,52.0,8.0,3.0,30.0,44,Female,Yes,10180.88,,,,,,,,,,,10180.88
27437156,52.0,3.0,0.0,33.0,40,Female,No,9324.67,,,,,,,,,,,9324.67
8655699,52.0,4.0,3.0,48.0,45,Male,No,17870.28,,,,,,,,,,,17870.28
9359827,52.0,5.0,5.0,47.0,55,Male,No,18994.89,,,,,,,,,,,18994.89
13228964,52.0,6.0,1.0,3.0,44,Female,Yes,4411.00,,,,,,,,,,,4411.00
21900579,52.0,2.0,1.0,25.0,53,Female,No,6757.48,,,,,,,,,,,6757.48
21224045,52.0,8.0,1.0,10.0,61,Male,No,0.00,,,,,,,,,,,0.00
18190170,52.0,8.0,2.0,20.0,43,Male,No,16001.16,,,,,,,,,,,16001.16
17410844,51.9,4.0,1.0,3.0,40,Female,No,16777.20,,,,,,,,,,,16777.20
16259286,51.9,7.0,3.0,5.0,45,Female,No,20248.73,,,,,,,,,,,20248.73
6148972,51.9,2.0,1.0,30.0,63,Male,No,3301.88,,,,,,,,,,,3301.88
22190214,51.9,4.0,1.0,15.0,58,Male,No,121.72,,,,,,,,,,,121.72
8518728,51.9,5.0,4.0,6.0,52,Male,No,8196.78,,,,,,,,,,,8196.78
10889179,51.9,5.0,0.0,41.0,20,Male,No,8991.49,,,,,,,,,,,8991.49
663465,51.9,5.0,3.0,12.0,44,Male,No,18421.68,,,,,,,,,,,18421.68
29517823,51.9,2.0,1.0,47.0,29,Female,No,22597.84,,,,,,,,,,,22597.84
18922807,51.9,5.0,2.0,9.0,42,Male,No,9206.08,,,,,,,,,,,9206.08
13634450,51.9,5.0,3.0,50.0,52,Male,No,13293.24,,,,,,,,,,,13293.24
19444300,51.9,3.0,1.0,34.0,35,Female,Yes,0.00,,,,,,,,,,,0.00
17746467,51.9,6.0,2.0,57.0,49,Female,No,4870.52,,,,,,,,,,,4870.52
11252835,51.9,4.0,4.0,37.0,52,Female,No,23747.50,,,,,,,,,,,23747.50
19525730,51.9,8.0,4.0,24.0,47,Male,No,9027.45,,,,,,,,,,,9027.45
23411781,51.8,3.0,5.0,47.0,31,Male,No,0.00,,,,,,,,,,,0.00
18440369,51.8,7.0,1.0,33.0,49,Male,No,12367.25,,,,,,,,,,,12367.25
171304,51.8,2.0,0.0,33.0,49,Male,No,12954.98,,,,,,,,,,,12954.98
11932961,51.8,4.0,0.0,24.0,35,Female,No,11569.03,,,,,,,,,,,11569.03
10651733,51.8,5.0,4.0,49.0,52,Male,No,8768.11,,,,,,,,,,,8768.11
19652185,51.8,7.0,4.0,49.0,44,Female,No,19839.22,,,,,,,,,,,19839.22
28288576,51.8,4.0,3.0,49.0,31,Male,No,4869.10,,,,,,,,,,,4869.10
5691413,51.7,8.0,0.0,1.0,59,Female,No,17642.53,,,,,,,,,,,17642.53
14945916,51.7,3.0,2.0,12.0,28,Male,No,6408.96,,,,,,,,,,,6408.96
19661680,51.7,6.0,4.0,36.0,34,Male,No,14121.12,,,,,,,,,,,14121.12
7679133,51.7,7.0,3.0,18.0,35,Male,No,11007.42,,,,,,,,,,,11007.42
24185439,51.7,8.0,4.0,5.0,40,Male,No,0.00,,,,,,,,,,,0.00
3933348,51.7,7.0,3.0,40.0,41,Female,No,6824.18,,,,,,,,,,,6824.18
3392590,51.7,3.0,3.0,26.0,49,Female,No,17937.71,,,,,,,,,,,17937.71
25416707,51.7,3.0,5.0,29.0,51,Male,No,13141.97,,,,,,,,,,,13141.97
4851175,51.7,5.0,0.0,52.0,55,Female,No,11868.09,,,,,,,,,,,11868.09
25140722,51.6,6.0,1.0,16.0,59,Female,Yes,7594.60,,,,,,,,,,,7594.60
26433951,51.6,3.0,5.0,45.0,45,Male,No,8366.13,,,,,,,,,,,8366.13
27838274,51.6,7.0,4.0,5.0,67,Female,No,21489.37,,,,,,,,,,,21489.37
9918305,51.6,3.0,0.0,24.0,61,Male,No,1378.28,,,,,,,,,,,1378.28
28334290,51.6,2.0,0.0,54.0,30,Male,No,15021.14,,,,,,,,,,,15021.14
26241627,51.6,1.0,2.0,33.0,54,Male,No,10066.03,,,,,,,,,,,10066.03
26549198,51.5,3.0,2.0,13.0,44,Female,No,14779.39,,,,,,,,,,,14779.39
